model,experiment,random_seed,early_stopping,k_value,train_top_k_accuracy,test_top_k_accuracy,model_path,hyperparameters,timestamp
RandomForest,FI_vs_T,42,False,1,1.0,0.9444444444444444,experiment_results_2025-05-26T19-41-11/randomforest_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T19-41-11
RandomForest,FI_vs_T,42,False,2,1.0,0.9722222222222222,experiment_results_2025-05-26T19-41-11/randomforest_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T19-41-11
RandomForest,FI_vs_T,42,False,3,1.0,1.0,experiment_results_2025-05-26T19-41-11/randomforest_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T19-41-11
RandomForest,FI_vs_T,42,False,4,1.0,1.0,experiment_results_2025-05-26T19-41-11/randomforest_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T19-41-11
RandomForest,FI_vs_T,42,False,5,1.0,1.0,experiment_results_2025-05-26T19-41-11/randomforest_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T19-41-11
XGBoost,FI_vs_T,42,False,1,1.0,0.6666666666666666,experiment_results_2025-05-26T19-41-11/xgboost_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
XGBoost,FI_vs_T,42,False,2,1.0,0.8194444444444444,experiment_results_2025-05-26T19-41-11/xgboost_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
XGBoost,FI_vs_T,42,False,3,1.0,0.875,experiment_results_2025-05-26T19-41-11/xgboost_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
XGBoost,FI_vs_T,42,False,4,1.0,0.9027777777777778,experiment_results_2025-05-26T19-41-11/xgboost_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
XGBoost,FI_vs_T,42,False,5,1.0,0.9166666666666666,experiment_results_2025-05-26T19-41-11/xgboost_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
CatBoost,FI_vs_T,42,False,1,1.0,0.9583333333333334,experiment_results_2025-05-26T19-41-11/catboost_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 32, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",2025-05-26T19-41-11
CatBoost,FI_vs_T,42,False,2,1.0,0.9861111111111112,experiment_results_2025-05-26T19-41-11/catboost_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 32, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",2025-05-26T19-41-11
CatBoost,FI_vs_T,42,False,3,1.0,1.0,experiment_results_2025-05-26T19-41-11/catboost_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 32, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",2025-05-26T19-41-11
CatBoost,FI_vs_T,42,False,4,1.0,1.0,experiment_results_2025-05-26T19-41-11/catboost_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 32, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",2025-05-26T19-41-11
CatBoost,FI_vs_T,42,False,5,1.0,1.0,experiment_results_2025-05-26T19-41-11/catboost_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 32, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",2025-05-26T19-41-11
SVM,FI_vs_T,42,False,1,0.0,0.027777777777777776,experiment_results_2025-05-26T19-41-11/svm_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
SVM,FI_vs_T,42,False,2,0.0,0.027777777777777776,experiment_results_2025-05-26T19-41-11/svm_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
SVM,FI_vs_T,42,False,3,0.0,0.041666666666666664,experiment_results_2025-05-26T19-41-11/svm_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
SVM,FI_vs_T,42,False,4,0.0,0.05555555555555555,experiment_results_2025-05-26T19-41-11/svm_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
SVM,FI_vs_T,42,False,5,0.0,0.05555555555555555,experiment_results_2025-05-26T19-41-11/svm_FI_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
RandomForest,FT_vs_I,42,False,1,1.0,0.9166666666666666,experiment_results_2025-05-26T19-41-11/randomforest_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T19-41-11
RandomForest,FT_vs_I,42,False,2,1.0,0.9861111111111112,experiment_results_2025-05-26T19-41-11/randomforest_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T19-41-11
RandomForest,FT_vs_I,42,False,3,1.0,1.0,experiment_results_2025-05-26T19-41-11/randomforest_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T19-41-11
RandomForest,FT_vs_I,42,False,4,1.0,1.0,experiment_results_2025-05-26T19-41-11/randomforest_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T19-41-11
RandomForest,FT_vs_I,42,False,5,1.0,1.0,experiment_results_2025-05-26T19-41-11/randomforest_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T19-41-11
XGBoost,FT_vs_I,42,False,1,1.0,0.8333333333333334,experiment_results_2025-05-26T19-41-11/xgboost_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
XGBoost,FT_vs_I,42,False,2,1.0,0.875,experiment_results_2025-05-26T19-41-11/xgboost_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
XGBoost,FT_vs_I,42,False,3,1.0,0.9166666666666666,experiment_results_2025-05-26T19-41-11/xgboost_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
XGBoost,FT_vs_I,42,False,4,1.0,0.9444444444444444,experiment_results_2025-05-26T19-41-11/xgboost_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
XGBoost,FT_vs_I,42,False,5,1.0,0.9583333333333334,experiment_results_2025-05-26T19-41-11/xgboost_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
CatBoost,FT_vs_I,42,False,1,1.0,0.8888888888888888,experiment_results_2025-05-26T19-41-11/catboost_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 64, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",2025-05-26T19-41-11
CatBoost,FT_vs_I,42,False,2,1.0,0.9722222222222222,experiment_results_2025-05-26T19-41-11/catboost_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 64, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",2025-05-26T19-41-11
CatBoost,FT_vs_I,42,False,3,1.0,0.9861111111111112,experiment_results_2025-05-26T19-41-11/catboost_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 64, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",2025-05-26T19-41-11
CatBoost,FT_vs_I,42,False,4,1.0,0.9861111111111112,experiment_results_2025-05-26T19-41-11/catboost_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 64, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",2025-05-26T19-41-11
CatBoost,FT_vs_I,42,False,5,1.0,1.0,experiment_results_2025-05-26T19-41-11/catboost_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 64, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",2025-05-26T19-41-11
SVM,FT_vs_I,42,False,1,0.0,0.0,experiment_results_2025-05-26T19-41-11/svm_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
SVM,FT_vs_I,42,False,2,0.0,0.013888888888888888,experiment_results_2025-05-26T19-41-11/svm_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
SVM,FT_vs_I,42,False,3,0.0,0.027777777777777776,experiment_results_2025-05-26T19-41-11/svm_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
SVM,FT_vs_I,42,False,4,0.006944444444444444,0.05555555555555555,experiment_results_2025-05-26T19-41-11/svm_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
SVM,FT_vs_I,42,False,5,0.013888888888888888,0.05555555555555555,experiment_results_2025-05-26T19-41-11/svm_FT_vs_I_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
RandomForest,IF_vs_T,42,False,1,1.0,0.9444444444444444,experiment_results_2025-05-26T19-41-11/randomforest_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T19-41-11
RandomForest,IF_vs_T,42,False,2,1.0,0.9722222222222222,experiment_results_2025-05-26T19-41-11/randomforest_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T19-41-11
RandomForest,IF_vs_T,42,False,3,1.0,1.0,experiment_results_2025-05-26T19-41-11/randomforest_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T19-41-11
RandomForest,IF_vs_T,42,False,4,1.0,1.0,experiment_results_2025-05-26T19-41-11/randomforest_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T19-41-11
RandomForest,IF_vs_T,42,False,5,1.0,1.0,experiment_results_2025-05-26T19-41-11/randomforest_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",2025-05-26T19-41-11
XGBoost,IF_vs_T,42,False,1,1.0,0.6666666666666666,experiment_results_2025-05-26T19-41-11/xgboost_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
XGBoost,IF_vs_T,42,False,2,1.0,0.8194444444444444,experiment_results_2025-05-26T19-41-11/xgboost_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
XGBoost,IF_vs_T,42,False,3,1.0,0.875,experiment_results_2025-05-26T19-41-11/xgboost_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
XGBoost,IF_vs_T,42,False,4,1.0,0.9027777777777778,experiment_results_2025-05-26T19-41-11/xgboost_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
XGBoost,IF_vs_T,42,False,5,1.0,0.9166666666666666,experiment_results_2025-05-26T19-41-11/xgboost_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
CatBoost,IF_vs_T,42,False,1,1.0,0.9583333333333334,experiment_results_2025-05-26T19-41-11/catboost_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 32, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",2025-05-26T19-41-11
CatBoost,IF_vs_T,42,False,2,1.0,0.9861111111111112,experiment_results_2025-05-26T19-41-11/catboost_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 32, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",2025-05-26T19-41-11
CatBoost,IF_vs_T,42,False,3,1.0,1.0,experiment_results_2025-05-26T19-41-11/catboost_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 32, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",2025-05-26T19-41-11
CatBoost,IF_vs_T,42,False,4,1.0,1.0,experiment_results_2025-05-26T19-41-11/catboost_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 32, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",2025-05-26T19-41-11
CatBoost,IF_vs_T,42,False,5,1.0,1.0,experiment_results_2025-05-26T19-41-11/catboost_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 32, 'depth': 8, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1}",2025-05-26T19-41-11
SVM,IF_vs_T,42,False,1,0.0,0.027777777777777776,experiment_results_2025-05-26T19-41-11/svm_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
SVM,IF_vs_T,42,False,2,0.0,0.027777777777777776,experiment_results_2025-05-26T19-41-11/svm_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
SVM,IF_vs_T,42,False,3,0.0,0.041666666666666664,experiment_results_2025-05-26T19-41-11/svm_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
SVM,IF_vs_T,42,False,4,0.0,0.05555555555555555,experiment_results_2025-05-26T19-41-11/svm_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
SVM,IF_vs_T,42,False,5,0.0,0.05555555555555555,experiment_results_2025-05-26T19-41-11/svm_IF_vs_T_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
RandomForest,IT_vs_F,42,False,1,1.0,0.9305555555555556,experiment_results_2025-05-26T19-41-11/randomforest_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",2025-05-26T19-41-11
RandomForest,IT_vs_F,42,False,2,1.0,0.9583333333333334,experiment_results_2025-05-26T19-41-11/randomforest_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",2025-05-26T19-41-11
RandomForest,IT_vs_F,42,False,3,1.0,0.9722222222222222,experiment_results_2025-05-26T19-41-11/randomforest_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",2025-05-26T19-41-11
RandomForest,IT_vs_F,42,False,4,1.0,0.9722222222222222,experiment_results_2025-05-26T19-41-11/randomforest_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",2025-05-26T19-41-11
RandomForest,IT_vs_F,42,False,5,1.0,0.9722222222222222,experiment_results_2025-05-26T19-41-11/randomforest_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",2025-05-26T19-41-11
XGBoost,IT_vs_F,42,False,1,1.0,0.6805555555555556,experiment_results_2025-05-26T19-41-11/xgboost_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
XGBoost,IT_vs_F,42,False,2,1.0,0.7916666666666666,experiment_results_2025-05-26T19-41-11/xgboost_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
XGBoost,IT_vs_F,42,False,3,1.0,0.8472222222222222,experiment_results_2025-05-26T19-41-11/xgboost_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
XGBoost,IT_vs_F,42,False,4,1.0,0.875,experiment_results_2025-05-26T19-41-11/xgboost_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
XGBoost,IT_vs_F,42,False,5,1.0,0.9305555555555556,experiment_results_2025-05-26T19-41-11/xgboost_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 3, 'subsample': 0.8}",2025-05-26T19-41-11
CatBoost,IT_vs_F,42,False,1,1.0,0.9166666666666666,experiment_results_2025-05-26T19-41-11/catboost_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 32, 'depth': 6, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",2025-05-26T19-41-11
CatBoost,IT_vs_F,42,False,2,1.0,0.9583333333333334,experiment_results_2025-05-26T19-41-11/catboost_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 32, 'depth': 6, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",2025-05-26T19-41-11
CatBoost,IT_vs_F,42,False,3,1.0,0.9722222222222222,experiment_results_2025-05-26T19-41-11/catboost_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 32, 'depth': 6, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",2025-05-26T19-41-11
CatBoost,IT_vs_F,42,False,4,1.0,0.9722222222222222,experiment_results_2025-05-26T19-41-11/catboost_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 32, 'depth': 6, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",2025-05-26T19-41-11
CatBoost,IT_vs_F,42,False,5,1.0,0.9722222222222222,experiment_results_2025-05-26T19-41-11/catboost_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'border_count': 32, 'depth': 6, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1}",2025-05-26T19-41-11
SVM,IT_vs_F,42,False,1,0.0,0.0,experiment_results_2025-05-26T19-41-11/svm_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
SVM,IT_vs_F,42,False,2,0.0,0.0,experiment_results_2025-05-26T19-41-11/svm_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
SVM,IT_vs_F,42,False,3,0.006944444444444444,0.027777777777777776,experiment_results_2025-05-26T19-41-11/svm_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
SVM,IT_vs_F,42,False,4,0.006944444444444444,0.027777777777777776,experiment_results_2025-05-26T19-41-11/svm_IT_vs_F_2025-05-26T19-41-11_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",2025-05-26T19-41-11
