model,experiment,scaler,early_stopping,k_value,train_top_k_accuracy,test_top_k_accuracy,model_path,hyperparameters,timestamp
SVM,F_vs_T_SVM,NONE,False,5,0.0,0.08333333333333333,experiment_results_20250526_181934/SVM_F_vs_T_SVM_NONE_20250526_182541.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
RandomForest,I_vs_F_no_scaling,NONE,False,1,1.0,0.75,experiment_results_20250526_181934/RandomForest_I_vs_F_no_scaling_NONE_20250526_182544.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
RandomForest,I_vs_F_no_scaling,NONE,False,2,1.0,0.8611111111111112,experiment_results_20250526_181934/RandomForest_I_vs_F_no_scaling_NONE_20250526_182544.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
RandomForest,I_vs_F_no_scaling,NONE,False,3,1.0,0.9166666666666666,experiment_results_20250526_181934/RandomForest_I_vs_F_no_scaling_NONE_20250526_182544.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
RandomForest,I_vs_F_no_scaling,NONE,False,4,1.0,0.9305555555555556,experiment_results_20250526_181934/RandomForest_I_vs_F_no_scaling_NONE_20250526_182544.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
RandomForest,I_vs_F_no_scaling,NONE,False,5,1.0,0.9583333333333334,experiment_results_20250526_181934/RandomForest_I_vs_F_no_scaling_NONE_20250526_182544.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
XGBoost,I_vs_F_no_scaling,NONE,False,1,1.0,0.6111111111111112,experiment_results_20250526_181934/XGBoost_I_vs_F_no_scaling_NONE_20250526_182548.pkl,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
XGBoost,I_vs_F_no_scaling,NONE,False,2,1.0,0.7916666666666666,experiment_results_20250526_181934/XGBoost_I_vs_F_no_scaling_NONE_20250526_182548.pkl,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
XGBoost,I_vs_F_no_scaling,NONE,False,3,1.0,0.8194444444444444,experiment_results_20250526_181934/XGBoost_I_vs_F_no_scaling_NONE_20250526_182548.pkl,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
XGBoost,I_vs_F_no_scaling,NONE,False,4,1.0,0.8194444444444444,experiment_results_20250526_181934/XGBoost_I_vs_F_no_scaling_NONE_20250526_182548.pkl,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
XGBoost,I_vs_F_no_scaling,NONE,False,5,1.0,0.8611111111111112,experiment_results_20250526_181934/XGBoost_I_vs_F_no_scaling_NONE_20250526_182548.pkl,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
CatBoost,I_vs_F_no_scaling,NONE,False,1,1.0,0.7361111111111112,experiment_results_20250526_181934/CatBoost_I_vs_F_no_scaling_NONE_20250526_182613.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 100, 'l2_leaf_reg': 3, 'learning_rate': 0.01}",20250526_181934
CatBoost,I_vs_F_no_scaling,NONE,False,2,1.0,0.8055555555555556,experiment_results_20250526_181934/CatBoost_I_vs_F_no_scaling_NONE_20250526_182613.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 100, 'l2_leaf_reg': 3, 'learning_rate': 0.01}",20250526_181934
CatBoost,I_vs_F_no_scaling,NONE,False,3,1.0,0.9027777777777778,experiment_results_20250526_181934/CatBoost_I_vs_F_no_scaling_NONE_20250526_182613.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 100, 'l2_leaf_reg': 3, 'learning_rate': 0.01}",20250526_181934
CatBoost,I_vs_F_no_scaling,NONE,False,4,1.0,0.9027777777777778,experiment_results_20250526_181934/CatBoost_I_vs_F_no_scaling_NONE_20250526_182613.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 100, 'l2_leaf_reg': 3, 'learning_rate': 0.01}",20250526_181934
CatBoost,I_vs_F_no_scaling,NONE,False,5,1.0,0.9305555555555556,experiment_results_20250526_181934/CatBoost_I_vs_F_no_scaling_NONE_20250526_182613.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 100, 'l2_leaf_reg': 3, 'learning_rate': 0.01}",20250526_181934
SVM,I_vs_F_SVM,NONE,False,1,0.0,0.013888888888888888,experiment_results_20250526_181934/SVM_I_vs_F_SVM_NONE_20250526_182614.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
SVM,I_vs_F_SVM,NONE,False,2,0.0,0.013888888888888888,experiment_results_20250526_181934/SVM_I_vs_F_SVM_NONE_20250526_182614.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
SVM,I_vs_F_SVM,NONE,False,3,0.0,0.013888888888888888,experiment_results_20250526_181934/SVM_I_vs_F_SVM_NONE_20250526_182614.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
SVM,I_vs_F_SVM,NONE,False,4,0.0,0.027777777777777776,experiment_results_20250526_181934/SVM_I_vs_F_SVM_NONE_20250526_182614.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
SVM,I_vs_F_SVM,NONE,False,5,0.0,0.05555555555555555,experiment_results_20250526_181934/SVM_I_vs_F_SVM_NONE_20250526_182614.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
RandomForest,I_vs_T_no_scaling,NONE,False,1,1.0,0.8055555555555556,experiment_results_20250526_181934/RandomForest_I_vs_T_no_scaling_NONE_20250526_182616.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
RandomForest,I_vs_T_no_scaling,NONE,False,2,1.0,0.9166666666666666,experiment_results_20250526_181934/RandomForest_I_vs_T_no_scaling_NONE_20250526_182616.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
RandomForest,I_vs_T_no_scaling,NONE,False,3,1.0,0.9305555555555556,experiment_results_20250526_181934/RandomForest_I_vs_T_no_scaling_NONE_20250526_182616.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
RandomForest,I_vs_T_no_scaling,NONE,False,4,1.0,0.9444444444444444,experiment_results_20250526_181934/RandomForest_I_vs_T_no_scaling_NONE_20250526_182616.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
RandomForest,I_vs_T_no_scaling,NONE,False,5,1.0,0.9722222222222222,experiment_results_20250526_181934/RandomForest_I_vs_T_no_scaling_NONE_20250526_182616.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
XGBoost,I_vs_T_no_scaling,NONE,False,1,1.0,0.5277777777777778,experiment_results_20250526_181934/XGBoost_I_vs_T_no_scaling_NONE_20250526_182621.pkl,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
XGBoost,I_vs_T_no_scaling,NONE,False,2,1.0,0.7777777777777778,experiment_results_20250526_181934/XGBoost_I_vs_T_no_scaling_NONE_20250526_182621.pkl,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
XGBoost,I_vs_T_no_scaling,NONE,False,3,1.0,0.8472222222222222,experiment_results_20250526_181934/XGBoost_I_vs_T_no_scaling_NONE_20250526_182621.pkl,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
XGBoost,I_vs_T_no_scaling,NONE,False,4,1.0,0.9027777777777778,experiment_results_20250526_181934/XGBoost_I_vs_T_no_scaling_NONE_20250526_182621.pkl,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
XGBoost,I_vs_T_no_scaling,NONE,False,5,1.0,0.9166666666666666,experiment_results_20250526_181934/XGBoost_I_vs_T_no_scaling_NONE_20250526_182621.pkl,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
CatBoost,I_vs_T_no_scaling,NONE,False,1,1.0,0.75,experiment_results_20250526_181934/CatBoost_I_vs_T_no_scaling_NONE_20250526_182645.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 100, 'l2_leaf_reg': 3, 'learning_rate': 0.01}",20250526_181934
CatBoost,I_vs_T_no_scaling,NONE,False,2,1.0,0.9027777777777778,experiment_results_20250526_181934/CatBoost_I_vs_T_no_scaling_NONE_20250526_182645.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 100, 'l2_leaf_reg': 3, 'learning_rate': 0.01}",20250526_181934
CatBoost,I_vs_T_no_scaling,NONE,False,3,1.0,0.9583333333333334,experiment_results_20250526_181934/CatBoost_I_vs_T_no_scaling_NONE_20250526_182645.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 100, 'l2_leaf_reg': 3, 'learning_rate': 0.01}",20250526_181934
CatBoost,I_vs_T_no_scaling,NONE,False,4,1.0,0.9861111111111112,experiment_results_20250526_181934/CatBoost_I_vs_T_no_scaling_NONE_20250526_182645.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 100, 'l2_leaf_reg': 3, 'learning_rate': 0.01}",20250526_181934
CatBoost,I_vs_T_no_scaling,NONE,False,5,1.0,0.9861111111111112,experiment_results_20250526_181934/CatBoost_I_vs_T_no_scaling_NONE_20250526_182645.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 100, 'l2_leaf_reg': 3, 'learning_rate': 0.01}",20250526_181934
SVM,I_vs_T_SVM,NONE,False,1,0.0,0.013888888888888888,experiment_results_20250526_181934/SVM_I_vs_T_SVM_NONE_20250526_182646.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
SVM,I_vs_T_SVM,NONE,False,2,0.0,0.027777777777777776,experiment_results_20250526_181934/SVM_I_vs_T_SVM_NONE_20250526_182646.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
SVM,I_vs_T_SVM,NONE,False,3,0.0,0.027777777777777776,experiment_results_20250526_181934/SVM_I_vs_T_SVM_NONE_20250526_182646.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
SVM,I_vs_T_SVM,NONE,False,4,0.0,0.041666666666666664,experiment_results_20250526_181934/SVM_I_vs_T_SVM_NONE_20250526_182646.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
SVM,I_vs_T_SVM,NONE,False,5,0.0,0.041666666666666664,experiment_results_20250526_181934/SVM_I_vs_T_SVM_NONE_20250526_182646.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
RandomForest,T_vs_F_no_scaling,NONE,False,1,1.0,0.7777777777777778,experiment_results_20250526_181934/RandomForest_T_vs_F_no_scaling_NONE_20250526_182649.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
RandomForest,T_vs_F_no_scaling,NONE,False,2,1.0,0.8611111111111112,experiment_results_20250526_181934/RandomForest_T_vs_F_no_scaling_NONE_20250526_182649.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
RandomForest,T_vs_F_no_scaling,NONE,False,3,1.0,0.9305555555555556,experiment_results_20250526_181934/RandomForest_T_vs_F_no_scaling_NONE_20250526_182649.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
RandomForest,T_vs_F_no_scaling,NONE,False,4,1.0,0.9305555555555556,experiment_results_20250526_181934/RandomForest_T_vs_F_no_scaling_NONE_20250526_182649.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
RandomForest,T_vs_F_no_scaling,NONE,False,5,1.0,0.9583333333333334,experiment_results_20250526_181934/RandomForest_T_vs_F_no_scaling_NONE_20250526_182649.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
XGBoost,T_vs_F_no_scaling,NONE,False,1,1.0,0.4861111111111111,experiment_results_20250526_181934/XGBoost_T_vs_F_no_scaling_NONE_20250526_182654.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
XGBoost,T_vs_F_no_scaling,NONE,False,2,1.0,0.6666666666666666,experiment_results_20250526_181934/XGBoost_T_vs_F_no_scaling_NONE_20250526_182654.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
XGBoost,T_vs_F_no_scaling,NONE,False,3,1.0,0.7916666666666666,experiment_results_20250526_181934/XGBoost_T_vs_F_no_scaling_NONE_20250526_182654.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
XGBoost,T_vs_F_no_scaling,NONE,False,4,1.0,0.8472222222222222,experiment_results_20250526_181934/XGBoost_T_vs_F_no_scaling_NONE_20250526_182654.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
XGBoost,T_vs_F_no_scaling,NONE,False,5,1.0,0.875,experiment_results_20250526_181934/XGBoost_T_vs_F_no_scaling_NONE_20250526_182654.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
CatBoost,T_vs_F_no_scaling,NONE,False,1,1.0,0.6805555555555556,experiment_results_20250526_181934/CatBoost_T_vs_F_no_scaling_NONE_20250526_182719.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",20250526_181934
CatBoost,T_vs_F_no_scaling,NONE,False,2,1.0,0.7916666666666666,experiment_results_20250526_181934/CatBoost_T_vs_F_no_scaling_NONE_20250526_182719.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",20250526_181934
CatBoost,T_vs_F_no_scaling,NONE,False,3,1.0,0.8611111111111112,experiment_results_20250526_181934/CatBoost_T_vs_F_no_scaling_NONE_20250526_182719.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",20250526_181934
CatBoost,T_vs_F_no_scaling,NONE,False,4,1.0,0.9027777777777778,experiment_results_20250526_181934/CatBoost_T_vs_F_no_scaling_NONE_20250526_182719.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",20250526_181934
CatBoost,T_vs_F_no_scaling,NONE,False,5,1.0,0.9166666666666666,experiment_results_20250526_181934/CatBoost_T_vs_F_no_scaling_NONE_20250526_182719.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",20250526_181934
SVM,T_vs_F_SVM,NONE,False,1,0.0,0.0,experiment_results_20250526_181934/SVM_T_vs_F_SVM_NONE_20250526_182719.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
SVM,T_vs_F_SVM,NONE,False,2,0.0,0.0,experiment_results_20250526_181934/SVM_T_vs_F_SVM_NONE_20250526_182719.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
SVM,T_vs_F_SVM,NONE,False,3,0.0,0.027777777777777776,experiment_results_20250526_181934/SVM_T_vs_F_SVM_NONE_20250526_182719.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
SVM,T_vs_F_SVM,NONE,False,4,0.0,0.041666666666666664,experiment_results_20250526_181934/SVM_T_vs_F_SVM_NONE_20250526_182719.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
SVM,T_vs_F_SVM,NONE,False,5,0.0,0.041666666666666664,experiment_results_20250526_181934/SVM_T_vs_F_SVM_NONE_20250526_182719.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
RandomForest,T_vs_I_no_scaling,NONE,False,1,1.0,0.8194444444444444,experiment_results_20250526_181934/RandomForest_T_vs_I_no_scaling_NONE_20250526_182722.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
RandomForest,T_vs_I_no_scaling,NONE,False,2,1.0,0.9444444444444444,experiment_results_20250526_181934/RandomForest_T_vs_I_no_scaling_NONE_20250526_182722.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
RandomForest,T_vs_I_no_scaling,NONE,False,3,1.0,0.9583333333333334,experiment_results_20250526_181934/RandomForest_T_vs_I_no_scaling_NONE_20250526_182722.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
RandomForest,T_vs_I_no_scaling,NONE,False,4,1.0,0.9722222222222222,experiment_results_20250526_181934/RandomForest_T_vs_I_no_scaling_NONE_20250526_182722.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
RandomForest,T_vs_I_no_scaling,NONE,False,5,1.0,0.9722222222222222,experiment_results_20250526_181934/RandomForest_T_vs_I_no_scaling_NONE_20250526_182722.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",20250526_181934
XGBoost,T_vs_I_no_scaling,NONE,False,1,1.0,0.5416666666666666,experiment_results_20250526_181934/XGBoost_T_vs_I_no_scaling_NONE_20250526_182727.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
XGBoost,T_vs_I_no_scaling,NONE,False,2,1.0,0.7222222222222222,experiment_results_20250526_181934/XGBoost_T_vs_I_no_scaling_NONE_20250526_182727.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
XGBoost,T_vs_I_no_scaling,NONE,False,3,1.0,0.8472222222222222,experiment_results_20250526_181934/XGBoost_T_vs_I_no_scaling_NONE_20250526_182727.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
XGBoost,T_vs_I_no_scaling,NONE,False,4,1.0,0.875,experiment_results_20250526_181934/XGBoost_T_vs_I_no_scaling_NONE_20250526_182727.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
XGBoost,T_vs_I_no_scaling,NONE,False,5,1.0,0.9027777777777778,experiment_results_20250526_181934/XGBoost_T_vs_I_no_scaling_NONE_20250526_182727.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",20250526_181934
CatBoost,T_vs_I_no_scaling,NONE,False,1,1.0,0.8194444444444444,experiment_results_20250526_181934/CatBoost_T_vs_I_no_scaling_NONE_20250526_182752.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",20250526_181934
CatBoost,T_vs_I_no_scaling,NONE,False,2,1.0,0.9027777777777778,experiment_results_20250526_181934/CatBoost_T_vs_I_no_scaling_NONE_20250526_182752.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",20250526_181934
CatBoost,T_vs_I_no_scaling,NONE,False,3,1.0,0.9305555555555556,experiment_results_20250526_181934/CatBoost_T_vs_I_no_scaling_NONE_20250526_182752.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",20250526_181934
CatBoost,T_vs_I_no_scaling,NONE,False,4,1.0,0.9861111111111112,experiment_results_20250526_181934/CatBoost_T_vs_I_no_scaling_NONE_20250526_182752.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",20250526_181934
CatBoost,T_vs_I_no_scaling,NONE,False,5,1.0,0.9861111111111112,experiment_results_20250526_181934/CatBoost_T_vs_I_no_scaling_NONE_20250526_182752.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",20250526_181934
SVM,T_vs_I_SVM,NONE,False,1,0.0,0.0,experiment_results_20250526_181934/SVM_T_vs_I_SVM_NONE_20250526_182753.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
SVM,T_vs_I_SVM,NONE,False,2,0.0,0.0,experiment_results_20250526_181934/SVM_T_vs_I_SVM_NONE_20250526_182753.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
SVM,T_vs_I_SVM,NONE,False,3,0.0,0.027777777777777776,experiment_results_20250526_181934/SVM_T_vs_I_SVM_NONE_20250526_182753.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
SVM,T_vs_I_SVM,NONE,False,4,0.0,0.05555555555555555,experiment_results_20250526_181934/SVM_T_vs_I_SVM_NONE_20250526_182753.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
SVM,T_vs_I_SVM,NONE,False,5,0.0,0.06944444444444445,experiment_results_20250526_181934/SVM_T_vs_I_SVM_NONE_20250526_182753.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",20250526_181934
